catu,grav,sexe,trajet,Age,catr,circ,vosp,prof,plan,surf,infra,situ,vma,mois,lum,dep,agg,int,atm,col
Conducteur,Blessé_leger,1,Autre,67,Voie comunales,Bidirectionnelle,Sans objet,Plat,Partie Rectiligne,Mouillée,Aucun,Sur chaussée,30,11,Plein_jour,94,En_agglomeration,Intersection en X,Pluie légère,Deux véhicules frontale
Conducteur,Indemne,1,Utilisation professionnelle,31,Voie comunales,Bidirectionnelle,Sans objet,Plat,Partie Rectiligne,Mouillée,Aucun,Sur chaussée,50,11,Nuit avec eclairage public allum,94,En_agglomeration,Hors intersection,Pluie légère,Deux véhicules frontale
Conducteur,Indemne,1,Utilisation professionnelle,45,Route departementale,Bidirectionnelle,Sans objet,Plat,Partie Rectiligne,Mouillée,Aucun,Sur chaussée,50,11,Nuit avec eclairage public allum,94,En_agglomeration,Intersection en X,Pluie légère,Deux véhicules par le coté
Conducteur,Deceder,1,Utilisation professionnelle,18,Route departementale,A chaussées séparées,Sans objet,Plat,Partie Rectiligne,Normale,Aucun,Sur chaussée,50,11,Plein_jour,94,En_agglomeration,Hors intersection,Normale,Autre collision
Conducteur,Blessé_leger,1,Promenade – loisirs,37,Voie comunales,Bidirectionnelle,Sans objet,Plat,Partie Rectiligne,Normale,Aucun,Sur chaussée,30,11,Plein_jour,94,En_agglomeration,Intersection en X,Normale,Deux véhicules par le coté
Conducteur,Blessé_leger,1,Promenade – loisirs,20,Route departementale,A chaussées séparées,Sans objet,Sommet de cote,Partie Rectiligne,Normale,Aucun,Sur chaussée,70,11,Nuit sans eclairage public,94,Hors_agglomeration,Hors intersection,Normale,Sans collision
Conducteur,Blessé_leger,1,Domicile – travail,41,Voie comunales,Bidirectionnelle,Sans objet,Plat,Partie Rectiligne,Normale,Aucun,Sur chaussée,50,11,Plein_jour,94,En_agglomeration,Intersection en T,Normale,Deux véhicules par le coté
Conducteur,Indemne,1,Utilisation professionnelle,49,Route departementale,Bidirectionnelle,Sans objet,Plat,Partie Rectiligne,Mouillée,Aucun,Sur chaussée,50,11,Plein_jour,93,En_agglomeration,Hors intersection,Pluie légère,Deux véhicules par l’arrière
Conducteur,Indemne,0,Autre,51,Route departementale,A chaussées séparées,Sans objet,Plat,Partie Rectiligne,Mouillée,Aucun,Sur chaussée,30,11,Nuit avec eclairage public allum,92,En_agglomeration,Intersection en X,Pluie légère,Deux véhicules par le coté
Pieton,Blessé_leger,1,Autre,87,Route departementale,A chaussées séparées,Sans objet,Plat,Partie Rectiligne,Normale,Aucun,Sur chaussée,50,11,Nuit avec eclairage public allum,92,En_agglomeration,Autre intersection,Normale,Sans collision
Pieton,Blessé_leger,0,Autre,81,Route departementale,Bidirectionnelle,Sans objet,Plat,Partie Rectiligne,Mouillée,Aucun,Sur chaussée,50,11,Plein_jour,92,En_agglomeration,Hors intersection,Pluie légère,Deux véhicules par le coté
Conducteur,Blessé_leger,1,Domicile – travail,25,Route departementale,Bidirectionnelle,Piste cyclable,Plat,Partie Rectiligne,Mouillée,Aucun,Sur chaussée,50,11,Nuit avec eclairage public allum,92,En_agglomeration,Hors intersection,Normale,Sans collision
Conducteur,Indemne,1,Promenade – loisirs,56,Route departementale,Bidirectionnelle,Sans objet,Plat,Partie Rectiligne,Mouillée,Aucun,Sur chaussée,50,11,Nuit avec eclairage public allum,92,En_agglomeration,Intersection en X,Pluie légère,Deux véhicules par le coté
Conducteur,Indemne,0,Autre,23,Autoroute,A chaussées séparées,Sans objet,Plat,Partie Rectiligne,Mouillée,Aucun,Sur chaussée,70,11,Nuit sans eclairage public,94,Hors_agglomeration,Hors intersection,Pluie légère,Deux véhicules par l’arrière
Pieton,Blessé_leger,0,Autre,14,Autoroute,A chaussées séparées,Sans objet,Plat,Partie Rectiligne,Normale,Aucun,Sur chaussée,110,11,Plein_jour,91,Hors_agglomeration,Hors intersection,Normale,Deux véhicules par le coté
Conducteur,Blessé_hospitalisé,0,Promenade – loisirs,32,Autoroute,A sens unique,Sans objet,Plat,En courbe à droite,Mouillée,Aucun,Sur chaussée,70,11,Nuit sans eclairage public,78,Hors_agglomeration,Hors intersection,Temps couvert,Sans collision
Conducteur,Blessé_leger,1,Promenade – loisirs,32,Voie comunales,A sens unique,Sans objet,Plat,Partie Rectiligne,Normale,Aucun,Sur chaussée,50,8,Nuit avec eclairage public allum,75,En_agglomeration,Hors intersection,Normale,Autre collision
Passager,Blessé_hospitalisé,1,Autre,26,Route departementale,Bidirectionnelle,Sans objet,Plat,Partie Rectiligne,Normale,Aucun,Sur chaussée,50,11,Nuit avec eclairage public allum,91,En_agglomeration,Hors intersection,Normale,Trois véhicules et plus en chaîne
Conducteur,Indemne,1,Domicile – travail,29,Route departementale,Bidirectionnelle,Sans objet,Plat,Partie Rectiligne,Mouillée,Carrefour aménagé,Sur chaussée,50,11,Nuit avec eclairage public allum,78,En_agglomeration,Autre intersection,Pluie légère,Deux véhicules frontale
Pieton,Blessé_hospitalisé,0,Promenade – loisirs,56,Route departementale,Bidirectionnelle,Sans objet,Plat,Partie Rectiligne,Normale,Aucun,Sur chaussée,50,11,Plein_jour,78,En_agglomeration,Intersection en X,Temps couvert,Deux véhicules par l’arrière
Conducteur,Blessé_leger,1,Autre,20,Voie comunales,Bidirectionnelle,Sans objet,Pante,Partie Rectiligne,Normale,Aucun,Sur chaussée,30,11,Plein_jour,75,En_agglomeration,Intersection en X,Normale,Autre collision
Passager,Blessé_leger,0,Autre,20,Voie comunales,A sens unique,Piste cyclable,Pante,Partie Rectiligne,Mouillée,Aucun,Sur chaussée,30,11,Nuit avec eclairage public allum,75,En_agglomeration,Hors intersection,Pluie légère,Autre collision
Conducteur,Blessé_leger,1,Autre,26,Voie comunales,Bidirectionnelle,Sans objet,Plat,Partie Rectiligne,Normale,Aucun,Sur chaussée,30,11,Plein_jour,75,En_agglomeration,Intersection en X,Normale,Deux véhicules par le coté
Passager,Blessé_leger,0,Autre,22,Voie comunales,Bidirectionnelle,Sans objet,Plat,Partie Rectiligne,Mouillée,Aucun,Sur chaussée,30,11,Nuit avec eclairage public allum,75,En_agglomeration,Intersection en T,Temps couvert,Deux véhicules par l’arrière
Conducteur,Blessé_leger,1,Autre,77,Voie comunales,Bidirectionnelle,Sans objet,Plat,Partie Rectiligne,Normale,Aucun,Sur chaussée,30,11,Plein_jour,75,En_agglomeration,Intersection en X,Normale,Deux véhicules par le coté
Passager,Blessé_hospitalisé,0,Autre,83,Voie comunales,Bidirectionnelle,Piste cyclable,Plat,Partie Rectiligne,Normale,Aucun,Sur chaussée,50,11,Nuit avec eclairage public allum,75,En_agglomeration,Intersection en Y,Normale,Deux véhicules par le coté
Conducteur,Blessé_leger,1,Utilisation professionnelle,44,Voie comunales,Bidirectionnelle,Piste cyclable,Plat,Partie Rectiligne,Normale,Aucun,Sur chaussée,30,11,Plein_jour,75,En_agglomeration,Intersection en T,Temps éblouissant,Deux véhicules par le coté
Passager,Blessé_leger,0,Promenade – loisirs,59,Voie comunales,A sens unique,Sans objet,Plat,Partie Rectiligne,Normale,Aucun,Sur chaussée,70,11,Nuit sans eclairage public,75,En_agglomeration,Hors intersection,Normale,Deux véhicules par l’arrière
Conducteur,Deceder,1,Autre,73,Voie comunales,Bidirectionnelle,Piste cyclable,Plat,Partie Rectiligne,Normale,Aucun,Sur chaussée,30,11,Plein_jour,75,En_agglomeration,Hors intersection,Normale,Deux véhicules par le coté
Passager,Blessé_hospitalisé,0,Autre,43,Voie comunales,A sens unique,Piste cyclable,Plat,Partie Rectiligne,Normale,Aucun,Sur chaussée,30,11,Plein_jour,75,En_agglomeration,Hors intersection,Normale,Autre collision
Passager,Blessé_hospitalisé,1,Autre,37,Voie comunales,Bidirectionnelle,Piste cyclable,Plat,Partie Rectiligne,Normale,Aucun,Sur chaussée,30,11,Plein_jour,75,En_agglomeration,Hors intersection,Normale,Trois véhicules et plus en chaîne
Conducteur,Blessé_hospitalisé,1,Promenade – loisirs,18,Voie comunales,Bidirectionnelle,Sans objet,Plat,Partie Rectiligne,Normale,Aucun,Sur chaussée,30,11,Plein_jour,75,En_agglomeration,Intersection en Y,Normale,Autre collision
Passager,Blessé_hospitalisé,0,Promenade – loisirs,60,Voie comunales,A sens unique,Piste cyclable,Plat,Partie Rectiligne,Normale,Aucun,Sur chaussée,30,11,Plein_jour,75,En_agglomeration,Intersection en X,Normale,Autre collision
Conducteur,Indemne,0,Autre,68,Voie comunales,A sens unique,Sans objet,Plat,Partie Rectiligne,Mouillée,Aucun,Sur chaussée,30,10,Plein_jour,75,En_agglomeration,Intersection en T,Pluie légère,Trois véhicules et plus en chaîne
Passager,Blessé_leger,1,Utilisation professionnelle,27,Voie comunales,A sens unique,Sans objet,Plat,Partie Rectiligne,Mouillée,Aucun,Sur chaussée,50,11,Aube,94,En_agglomeration,Hors intersection,Pluie légère,Autre collision
Conducteur,Blessé_hospitalisé,1,Domicile – travail,18,Route departementale,A sens unique,Sans objet,Plat,Partie Rectiligne,Normale,Aucun,Sur chaussée,50,11,Plein_jour,94,En_agglomeration,Hors intersection,Temps couvert,Sans collision
Conducteur,Indemne,0,Promenade – loisirs,58,Route departementale,A chaussées séparées,Sans objet,Plat,Partie Rectiligne,Normale,Carrefour aménagé,Sur chaussée,50,11,Nuit avec eclairage public allum,94,En_agglomeration,Intersection en X,Normale,Deux véhicules par le coté
Passager,Blessé_hospitalisé,0,Promenade – loisirs,62,Route departementale,A sens unique,Piste cyclable,Plat,Partie Rectiligne,Mouillée,Aucun,Sur chaussée,50,11,Nuit avec eclairage public allum,93,En_agglomeration,Intersection en T,Normale,Deux véhicules par le coté
Conducteur,Blessé_hospitalisé,1,Autre,14,Route departementale,Bidirectionnelle,Sans objet,Plat,Partie Rectiligne,Normale,Aucun,Sur chaussée,50,11,Aube,93,En_agglomeration,Autre intersection,Temps éblouissant,Trois véhicules et plus collisions multiples
Conducteur,Indemne,1,Domicile – travail,32,Route departementale,A sens unique,Sans objet,Plat,En courbe à droite,Normale,Aucun,Sur chaussée,50,11,Nuit avec eclairage public allum,93,En_agglomeration,Autre intersection,Normale,Deux véhicules par le coté
Conducteur,Indemne,0,Utilisation professionnelle,36,Voie comunales,A sens unique,Sans objet,Pante,Partie Rectiligne,Mouillée,Aucun,Sur chaussée,50,11,Nuit sans eclairage public,93,En_agglomeration,Hors intersection,Pluie légère,Trois véhicules et plus collisions multiples
Conducteur,Indemne,1,Promenade – loisirs,68,Route departementale,A sens unique,Piste cyclable,Plat,Partie Rectiligne,Normale,Aucun,Sur accotement,50,11,Aube,92,En_agglomeration,Intersection en X,Normale,Deux véhicules par le coté
Conducteur,Blessé_leger,1,Promenade – loisirs,76,Route departementale,Bidirectionnelle,Piste cyclable,Plat,Partie Rectiligne,Normale,Aucun,Sur chaussée,50,11,Nuit avec eclairage public allum,92,En_agglomeration,Intersection en T,Normale,Deux véhicules par le coté
Conducteur,Indemne,0,Promenade – loisirs,63,Voie comunales,Bidirectionnelle,Sans objet,Plat,Partie Rectiligne,Mouillée,Aucun,Sur chaussée,30,11,Aube,92,En_agglomeration,Intersection en T,Pluie légère,Autre collision
Conducteur,Indemne,1,Utilisation professionnelle,49,Voie comunales,Bidirectionnelle,Sans objet,Plat,Partie Rectiligne,Mouillée,Aucun,Sur chaussée,30,11,Nuit avec eclairage public allum,92,En_agglomeration,Hors intersection,Pluie légère,Deux véhicules par le coté
Conducteur,Blessé_leger,1,Promenade – loisirs,32,Route departementale,Bidirectionnelle,Sans objet,Plat,Partie Rectiligne,Mouillée,Aucun,Sur chaussée,50,11,Nuit avec eclairage public allum,91,En_agglomeration,Hors intersection,Normale,Autre collision
Conducteur,Indemne,1,Utilisation professionnelle,62,Route departementale,A sens unique,Sans objet,Plat,Partie Rectiligne,Normale,Aucun,Sur chaussée,70,11,Plein_jour,91,Hors_agglomeration,Hors intersection,Normale,Deux véhicules par l’arrière
Pieton,Blessé_hospitalisé,1,Autre,28,Route nationale,A sens unique,Sans objet,Plat,En courbe à droite,Mouillée,Aucun,Sur chaussée,70,11,Nuit sans eclairage public,91,Hors_agglomeration,Hors intersection,Normale,Sans collision
Conducteur,Blessé_leger,1,Utilisation professionnelle,58,Autoroute,A sens unique,Sans objet,Pante,Partie Rectiligne,Mouillée,zonne pietonne,Sur chaussée,70,11,Aube,78,Hors_agglomeration,Hors intersection,Pluie légère,Deux véhicules par l’arrière
Conducteur,Deceder,1,Promenade – loisirs,19,Route nationale,A chaussées séparées,Sans objet,Plat,Partie Rectiligne,Normale,Aucun,Sur chaussée,90,11,Plein_jour,95,Hors_agglomeration,Hors intersection,Normale,Trois véhicules et plus en chaîne
Passager,Deceder,0,Promenade – loisirs,18,Autoroute,A chaussées séparées,Sans objet,Plat,Partie Rectiligne,Normale,Aucun,Sur chaussée,110,11,Aube,93,Hors_agglomeration,Hors intersection,Normale,Deux véhicules par le coté
Passager,Blessé_hospitalisé,1,Promenade – loisirs,18,Autoroute,A chaussées séparées,Sans objet,Plat,Partie Rectiligne,Normale,Aucun,Sur chaussée,110,11,Plein_jour,95,Hors_agglomeration,Hors intersection,Normale,Deux véhicules par l’arrière
Conducteur,Deceder,0,Promenade – loisirs,35,Autoroute,A chaussées séparées,Sans objet,Plat,Partie Rectiligne,Normale,Aucun,Sur chaussée,110,11,Plein_jour,95,Hors_agglomeration,Hors intersection,Normale,Deux véhicules par le coté
Conducteur,Indemne,1,Promenade – loisirs,63,Autoroute,A chaussées séparées,Sans objet,Plat,Partie Rectiligne,Normale,Aucun,Sur chaussée,900,11,Plein_jour,77,Hors_agglomeration,Hors intersection,Normale,Autre collision
Conducteur,Indemne,1,Autre,87,Route departementale,Bidirectionnelle,Sans objet,Plat,Partie Rectiligne,Normale,Autres,Sur chaussée,50,6,Nuit avec eclairage public allum,77,En_agglomeration,Intersection en T,Normale,Autre collision
Conducteur,Blessé_leger,0,Domicile – travail,21,Voie comunales,A sens unique,Sans objet,Pante,Partie Rectiligne,Normale,Aucun,Sur chaussée,50,11,Nuit sans eclairage public,95,En_agglomeration,Hors intersection,Normale,Deux véhicules par l’arrière
Conducteur,Blessé_leger,1,Domicile – travail,53,Voie comunales,A sens unique,Sans objet,Plat,Partie Rectiligne,Normale,Souterrain tunnel,Sur chaussée,70,11,Nuit avec eclairage public allum,75,En_agglomeration,Hors intersection,Normale,Trois véhicules et plus en chaîne
Conducteur,Blessé_leger,0,Promenade – loisirs,33,Voie comunales,A sens unique,Sans objet,Plat,Partie Rectiligne,Normale,Aucun,Sur chaussée,70,11,Plein_jour,75,En_agglomeration,Hors intersection,Normale,Trois véhicules et plus en chaîne
Passager,Blessé_leger,1,Promenade – loisirs,8,Voie comunales,Bidirectionnelle,Sans objet,Plat,Partie Rectiligne,Normale,Aucun,Sur trottoire,30,11,Aube,75,En_agglomeration,Intersection en X,Normale,Autre collision
Passager,Blessé_leger,0,Promenade – loisirs,7,Voie comunales,A sens unique,Piste cyclable,Plat,Partie Rectiligne,Normale,Aucun,Sur chaussée,30,11,Nuit avec eclairage public allum,75,En_agglomeration,Intersection en Y,Normale,Autre collision
Pieton,Blessé_leger,0,Promenade – loisirs,20,Voie comunales,A sens unique,Sans objet,Plat,Partie Rectiligne,Normale,Aucun,Sur chaussée,70,11,Nuit avec eclairage public allum,75,En_agglomeration,Intersection en Y,Normale,Deux véhicules par l’arrière
Conducteur,Blessé_leger,1,Domicile – travail,51,Voie comunales,A chaussées séparées,Piste cyclable,Plat,Partie Rectiligne,Normale,Aucun,Sur chaussée,30,11,Nuit avec eclairage public allum,75,En_agglomeration,Hors intersection,Normale,Deux véhicules par le coté
Conducteur,Indemne,1,Domicile – travail,27,Voie comunales,Bidirectionnelle,Sans objet,Plat,Partie Rectiligne,Normale,Aucun,Sur chaussée,30,11,Aube,75,En_agglomeration,Intersection en Y,Normale,Deux véhicules par le coté
Conducteur,Indemne,0,Autre,21,Voie comunales,A sens unique,Sans objet,Plat,Partie Rectiligne,Normale,Aucun,Sur chaussée,30,11,Nuit avec eclairage public allum,75,En_agglomeration,Intersection en X,Normale,Deux véhicules par le coté
Pieton,Blessé_leger,1,Autre,20,Voie comunales,A sens unique,Piste cyclable,Plat,Partie Rectiligne,Normale,Aucun,Sur chaussée,30,11,Nuit avec eclairage public allum,75,En_agglomeration,Intersection en X,Normale,Autre collision
Conducteur,Indemne,0,Promenade – loisirs,18,Route departementale,A sens unique,Sans objet,Plat,Partie Rectiligne,Normale,Aucun,Sur chaussée,30,11,Plein_jour,94,En_agglomeration,Intersection en X,Normale,Autre collision
Conducteur,Indemne,1,Domicile – travail,25,Route departementale,A sens unique,Sans objet,Pante,Partie Rectiligne,Normale,Aucun,Sur chaussée,50,11,Nuit avec eclairage public allum,94,En_agglomeration,Hors intersection,Normale,Autre collision
Conducteur,Blessé_hospitalisé,0,Promenade – loisirs,21,Autoroute,A chaussées séparées,Piste cyclable,Plat,Partie Rectiligne,Normale,zonne pietonne,Sur chaussée,50,11,Plein_jour,94,En_agglomeration,Intersection en X,Normale,Deux véhicules par le coté
Conducteur,Blessé_leger,0,Domicile – travail,22,Route departementale,Bidirectionnelle,Sans objet,Plat,Partie Rectiligne,Normale,Aucun,Sur chaussée,30,11,Plein_jour,94,En_agglomeration,Autre intersection,Temps éblouissant,Autre collision
Conducteur,Blessé_leger,1,Autre,46,Voie comunales,Bidirectionnelle,Sans objet,Plat,Partie Rectiligne,Normale,Aucun,Sur chaussée,50,11,Nuit avec eclairage public allum,93,En_agglomeration,Autre intersection,Normale,Deux véhicules par le coté
Conducteur,Indemne,0,Promenade – loisirs,20,Voie comunales,Bidirectionnelle,Sans objet,Plat,Partie Rectiligne,Normale,zonne pietonne,Sur chaussée,50,11,Nuit avec eclairage public allum,93,En_agglomeration,Intersection en T,Normale,Deux véhicules par le coté
Passager,Blessé_hospitalisé,1,Promenade – loisirs,34,Voie comunales,Bidirectionnelle,Sans objet,Plat,Partie Rectiligne,Normale,Aucun,Sur chaussée,50,11,Nuit avec eclairage public allum,92,En_agglomeration,Intersection en X,Normale,Deux véhicules par le coté
